Sample_ID,Variety,Soil_pH,N (Nitrogen),P (Phosphorus),K (Potassium),Organic_Matter (kg compost),Temperature (°C),Rainfall (mm),Elevation (m),Soil_Type,Beneficial_Microbes (CFU/g),Harmful_Microbes (CFU/g),Microbial_Activity,Soil_Organic_Carbon,Microbial_Biomass_C (g/kg),Soil_Enzyme_Activity,Disease (Yes/No),Disease_Name,Nutrient_Deficiency,Weather_Condition,Crop_Yield (kg/palm)
2283,Shreemangala,5.1,116,50,144,13.4,24,1472,791,Alluvial,1.3 x 10^7,0.5 x 10^5,Moderate,1.2%,328,Low,Yes,Spindle Bug,Nitrogen,Rainy,1.85
2284,Sumangala,6.4,91,41,138,10.0,20,2262,909,Alluvial,1.1 x 10^7,2.5 x 10^5,Low,1.7%,321,High,Yes,Spindle Bug,Potassium,Dry,1.67
2285,Sumangala,6.2,119,56,158,14.9,27,1819,765,Alluvial,1.7 x 10^7,0,High,1.9%,337,High,No,None,None,Humid,5.61
2286,Shreemangala,6.3,100,57,156,12.9,26,1304,583,Red loam,1.2 x 10^7,1.9 x 10^5,Low,1.6%,299,Low,No,None,None,Humid,2.61
2287,Shreemangala,6.0,107,52,143,12.6,28,1980,668,Red loam,2.0 x 10^7,0,High,1.9%,348,High,No,None,None,Dry,4.96
2288,SK Local,5.9,110,51,145,12.3,26,1853,537,Alluvial,1.6 x 10^7,0,High,1.9%,309,High,No,None,None,Rainy,3.43
2289,Shreemangala,6.2,106,60,158,14.9,25,1668,632,Red loam,2.0 x 10^7,0,High,1.8%,340,High,No,None,None,Dry,5.17
2290,SK Local,6.2,118,40,157,13.8,25,2495,906,Alluvial,1.4 x 10^7,1.1 x 10^5,Moderate,1.7%,264,Low,Yes,Koleroga (Mahali),Nitrogen,Humid,0.93
2291,Mangala,6.1,117,58,157,13.0,24,1826,695,Laterite,1.9 x 10^7,0,High,1.9%,325,High,No,None,None,Rainy,4.86
2292,Mangala,6.9,91,49,149,11.1,26,1304,666,Alluvial,1.2 x 10^7,0.1 x 10^5,Moderate,1.7%,345,Moderate,Yes,Koleroga (Mahali),None,Dry,1.44
2293,Mangala,5.7,110,58,145,12.9,26,1797,770,Alluvial,1.5 x 10^7,0,High,1.8%,322,High,No,None,None,Rainy,3.54
2294,Mangala,6.4,114,41,154,12.6,24,1708,899,Laterite,1.3 x 10^7,1.0 x 10^5,Low,1.8%,251,Low,Yes,Spindle Bug,None,Dry,2.75
2295,SK Local,6.1,110,54,154,14.3,25,1517,825,Red loam,1.5 x 10^7,0,High,1.8%,348,High,No,None,None,Rainy,3.69
2296,Shreemangala,5.4,85,58,122,12.5,23,1890,976,Red loam,1.5 x 10^7,0.2 x 10^5,Low,1.9%,333,Moderate,Yes,Spindle Bug,Nitrogen,Rainy,1.65
2297,SK Local,5.6,102,51,153,12.6,27,1747,890,Red loam,1.7 x 10^7,0,High,1.9%,346,High,No,None,None,Rainy,3.2
2298,SK Local,6.2,110,60,147,13.2,26,1755,783,Laterite,1.7 x 10^7,0,High,1.8%,305,High,No,None,None,Dry,3.58
2299,Mangala,5.9,130,46,138,12.3,21,2097,916,Laterite,1.4 x 10^7,2.2 x 10^5,Low,1.3%,330,Low,Yes,Spindle Bug,None,Dry,2.4
2300,Sumangala,6.3,80,52,149,10.3,27,1650,961,Red loam,1.1 x 10^7,1.5 x 10^5,Moderate,1.8%,340,High,Yes,Spindle Bug,Potassium,Dry,2.07
2301,Mangala,6.2,114,58,154,13.8,24,1767,773,Alluvial,1.5 x 10^7,0,High,2.0%,345,High,No,None,None,Humid,3.98
2302,SK Local,6.4,114,52,157,14.9,26,1778,797,Alluvial,1.8 x 10^7,0,High,1.9%,340,High,No,None,None,Humid,3.06
2303,Mangala,6.1,108,54,144,15.0,24,1564,518,Red loam,1.8 x 10^7,0,High,1.8%,328,High,No,None,None,Dry,4.31
2304,Sumangala,6.3,117,57,152,15.0,26,1977,947,Red loam,1.5 x 10^7,0,High,2.0%,308,High,No,None,None,Rainy,4.61
2305,Mangala,6.0,102,51,150,13.5,27,1772,889,Laterite,1.6 x 10^7,0,High,1.9%,301,High,No,None,None,Dry,4.7
2306,Sumangala,6.5,107,60,154,14.3,24,1544,539,Alluvial,1.7 x 10^7,0,High,2.0%,311,High,No,None,None,Humid,4.89
2307,Shreemangala,5.6,102,59,150,14.0,24,1624,614,Laterite,1.9 x 10^7,0,High,1.8%,321,High,No,None,None,Rainy,5.6
2308,SK Local,6.5,113,58,146,12.7,27,1552,515,Red loam,1.7 x 10^7,0,High,1.8%,307,High,No,None,None,Rainy,3.65
2309,Shreemangala,6.1,103,52,128,13.1,30,2240,773,Red loam,1.3 x 10^7,1.5 x 10^5,Low,1.4%,253,Low,No,None,Phosphorus,Rainy,2.39
2310,Shreemangala,5.8,109,53,148,12.7,24,1987,542,Alluvial,1.7 x 10^7,0,High,1.9%,345,High,No,None,None,Rainy,5.24
2311,SK Local,5.9,112,50,140,13.1,28,1920,536,Red loam,1.9 x 10^7,0,High,1.9%,344,High,No,None,None,Dry,3.64
2312,Sumangala,6.3,113,51,152,14.2,27,1608,863,Alluvial,1.9 x 10^7,0,High,2.0%,324,High,No,None,None,Dry,5.03
2313,Sumangala,6.3,112,51,158,12.4,25,1645,524,Red loam,1.8 x 10^7,0,High,2.0%,311,High,No,None,None,Rainy,4.39
2314,Mangala,5.6,111,60,153,14.1,27,1741,734,Laterite,1.7 x 10^7,0,High,1.9%,343,High,No,None,None,Rainy,5.12
2315,Shreemangala,6.8,86,45,125,14.5,20,1345,752,Alluvial,1.2 x 10^7,1.9 x 10^5,High,1.4%,347,High,No,None,Phosphorus,Humid,2.23
2316,Mangala,6.4,103,58,157,14.4,24,1506,841,Laterite,1.9 x 10^7,0,High,2.0%,337,High,No,None,None,Dry,4.16
2317,SK Local,5.8,88,54,158,14.7,28,2453,995,Laterite,1.0 x 10^7,2.3 x 10^5,Low,1.5%,302,Moderate,Yes,Koleroga (Mahali),Nitrogen,Dry,1.03
2318,Sumangala,6.1,110,57,137,11.9,26,1945,970,Laterite,1.4 x 10^7,1.0 x 10^5,Low,1.3%,320,Low,No,None,None,Rainy,3.22
2319,Shreemangala,6.8,99,51,151,14.6,25,1892,548,Red loam,1.5 x 10^7,1.8 x 10^5,High,1.6%,263,Moderate,No,None,Phosphorus,Rainy,2.14
2320,SK Local,6.0,109,50,144,14.2,24,1908,942,Alluvial,1.9 x 10^7,0,High,2.0%,317,High,No,None,None,Rainy,3.79
2321,SK Local,6.8,114,49,150,13.9,30,1300,746,Laterite,1.5 x 10^7,0.1 x 10^5,Moderate,1.5%,255,Low,No,None,Potassium,Rainy,1.83
2322,Sumangala,6.3,105,42,137,12.0,28,1356,986,Laterite,1.4 x 10^7,0.7 x 10^5,Moderate,1.4%,346,Moderate,Yes,Koleroga (Mahali),Phosphorus,Dry,1.31
2323,Mangala,6.6,123,49,126,11.6,20,1585,647,Laterite,1.5 x 10^7,2.4 x 10^5,High,1.3%,323,Moderate,No,None,Potassium,Dry,1.92
2324,Mangala,6.7,130,40,147,11.7,24,1550,900,Laterite,1.2 x 10^7,2.7 x 10^5,Low,1.9%,322,Low,No,None,None,Humid,2.58
2325,SK Local,6.8,103,60,126,15.0,24,1934,584,Alluvial,1.3 x 10^7,0.5 x 10^5,Moderate,1.3%,325,Moderate,Yes,Spindle Bug,Nitrogen,Rainy,1.26
2326,Shreemangala,5.4,100,55,145,13.1,20,2325,581,Laterite,1.4 x 10^7,2.3 x 10^5,Moderate,1.8%,309,Moderate,Yes,Spindle Bug,Nitrogen,Humid,1.67
2327,Mangala,5.9,119,60,157,13.6,28,1798,691,Laterite,1.6 x 10^7,0,High,1.9%,347,High,No,None,None,Rainy,4.51
2328,Mangala,6.4,99,43,146,14.8,24,2493,800,Laterite,1.4 x 10^7,3.0 x 10^5,Low,2.0%,339,Low,Yes,Spindle Bug,Nitrogen,Humid,1.57
2329,Sumangala,5.9,103,58,142,13.3,24,1531,909,Red loam,1.7 x 10^7,0,High,1.9%,300,High,No,None,None,Humid,5.16
2330,SK Local,6.5,116,49,157,12.9,27,1685,875,Alluvial,1.1 x 10^7,0.1 x 10^5,Moderate,1.8%,314,Low,Yes,Spindle Bug,Phosphorus,Dry,1.5
2331,Shreemangala,6.5,80,43,160,14.2,21,1593,868,Alluvial,1.2 x 10^7,0.3 x 10^5,High,1.8%,298,Moderate,Yes,Koleroga (Mahali),Potassium,Rainy,2.16
2332,Mangala,6.1,120,59,140,15.0,24,1770,560,Laterite,1.7 x 10^7,0,High,1.9%,327,High,No,None,None,Humid,4.29
2333,SK Local,6.3,97,43,148,10.0,25,2115,911,Laterite,1.0 x 10^7,2.4 x 10^5,Low,1.7%,304,High,No,None,Potassium,Humid,1.63
2334,Shreemangala,5.6,119,50,160,14.1,26,1927,919,Red loam,1.6 x 10^7,0,High,1.8%,328,High,No,None,None,Humid,5.79
2335,SK Local,5.4,113,58,133,11.7,29,1846,573,Alluvial,1.1 x 10^7,1.2 x 10^5,Low,1.3%,285,Low,No,None,Nitrogen,Dry,1.52
2336,Shreemangala,5.8,117,57,153,13.6,27,1818,721,Laterite,1.6 x 10^7,0,High,1.9%,308,High,No,None,None,Humid,5.96
2337,SK Local,6.8,127,52,151,11.2,30,1425,599,Alluvial,1.4 x 10^7,1.8 x 10^5,High,1.3%,276,High,Yes,Spindle Bug,Potassium,Dry,1.33
2338,Shreemangala,6.3,101,55,158,14.6,30,1931,711,Alluvial,1.2 x 10^7,1.9 x 10^5,Moderate,1.9%,273,Moderate,No,None,None,Dry,3.37
2339,Mangala,6.0,107,60,140,12.7,26,1995,718,Alluvial,1.9 x 10^7,0,High,1.9%,315,High,No,None,None,Dry,4.41
2340,Mangala,6.6,91,48,129,10.0,20,2326,685,Alluvial,1.1 x 10^7,0.8 x 10^5,Low,1.5%,252,Low,Yes,Koleroga (Mahali),Phosphorus,Humid,1.17
2341,Sumangala,5.6,100,54,143,13.1,27,1730,848,Red loam,1.5 x 10^7,0,High,1.8%,334,High,No,None,None,Humid,4.48
2342,Sumangala,5.2,128,45,154,10.5,23,1702,653,Laterite,1.4 x 10^7,1.1 x 10^5,Low,1.4%,324,Moderate,Yes,Spindle Bug,Potassium,Dry,1.71
2343,Shreemangala,6.1,112,50,156,12.5,27,1868,756,Red loam,1.9 x 10^7,0,High,1.9%,340,High,No,None,None,Rainy,4.86
2344,Mangala,6.4,102,55,159,13.5,26,1960,964,Red loam,1.5 x 10^7,0,High,1.9%,331,High,No,None,None,Rainy,4.42
2345,Sumangala,5.4,89,48,139,13.3,24,2320,907,Alluvial,1.2 x 10^7,0.2 x 10^5,Moderate,1.9%,293,High,No,None,Potassium,Dry,2.22
2346,Mangala,6.2,113,43,130,13.9,28,2342,708,Alluvial,1.5 x 10^7,2.6 x 10^5,Moderate,2.0%,293,High,No,None,Phosphorus,Rainy,2.26
2347,Sumangala,6.7,101,43,134,14.6,20,2186,684,Laterite,1.3 x 10^7,1.7 x 10^5,High,1.2%,261,Low,Yes,Spindle Bug,Nitrogen,Humid,1.84
2348,Sumangala,6.5,107,57,140,13.7,28,1539,805,Alluvial,1.6 x 10^7,0,High,1.9%,328,High,No,None,None,Rainy,4.47
2349,Mangala,5.5,111,60,146,13.2,27,1659,801,Laterite,1.9 x 10^7,0,High,1.9%,314,High,No,None,None,Humid,4.16
2350,Mangala,5.7,113,57,154,14.8,28,1957,580,Red loam,1.9 x 10^7,0,High,1.9%,342,High,No,None,None,Humid,4.2
2351,Sumangala,5.6,112,51,133,14.6,25,2162,709,Red loam,1.0 x 10^7,2.9 x 10^5,High,2.0%,312,High,Yes,Koleroga (Mahali),Potassium,Rainy,1.71
2352,SK Local,5.6,94,41,125,13.0,28,1788,562,Alluvial,1.1 x 10^7,2.2 x 10^5,High,1.7%,296,Moderate,No,None,Nitrogen,Humid,1.63
2353,Sumangala,5.9,119,55,151,13.1,24,1576,868,Red loam,1.9 x 10^7,0,High,1.9%,347,High,No,None,None,Dry,5.38
2354,Shreemangala,5.7,107,60,158,12.5,26,1729,733,Alluvial,1.7 x 10^7,0,High,2.0%,311,High,No,None,None,Humid,5.47
2355,Mangala,6.3,107,42,144,10.7,25,2135,569,Alluvial,1.4 x 10^7,0.7 x 10^5,Moderate,1.4%,258,Low,No,None,Phosphorus,Rainy,2.31
2356,SK Local,5.7,120,59,157,12.7,24,1734,809,Red loam,1.9 x 10^7,0,High,1.9%,309,High,No,None,None,Rainy,3.54
2357,SK Local,5.8,112,54,146,13.0,25,1644,866,Alluvial,1.7 x 10^7,0,High,1.9%,343,High,No,None,None,Rainy,3.17
2358,SK Local,5.9,96,51,143,10.6,21,2276,638,Red loam,1.3 x 10^7,2.6 x 10^5,Moderate,1.2%,306,Low,Yes,Spindle Bug,Phosphorus,Humid,1.36
2359,Mangala,5.8,101,59,158,12.2,24,1957,813,Red loam,1.5 x 10^7,0,High,1.9%,321,High,No,None,None,Humid,4.35
2360,Shreemangala,6.8,102,51,132,12.3,24,2296,895,Laterite,1.3 x 10^7,2.0 x 10^5,Moderate,1.8%,335,High,No,None,Phosphorus,Humid,2.28
2361,Mangala,6.4,118,50,142,14.6,28,1869,505,Laterite,1.7 x 10^7,0,High,2.0%,304,High,No,None,None,Dry,4.62
2362,Mangala,5.6,104,56,158,12.2,28,1653,565,Alluvial,2.0 x 10^7,0,High,2.0%,327,High,No,None,None,Dry,4.78
2363,Shreemangala,5.8,111,55,157,14.3,26,1908,525,Alluvial,1.6 x 10^7,0,High,2.0%,323,High,No,None,None,Humid,4.65
2364,Sumangala,5.9,111,46,131,11.4,30,2230,533,Red loam,1.4 x 10^7,2.5 x 10^5,Moderate,1.7%,307,Low,No,None,Phosphorus,Rainy,2.25
2365,Shreemangala,5.7,118,55,159,14.7,27,1808,820,Laterite,1.6 x 10^7,0,High,1.8%,335,High,No,None,None,Rainy,6.02
2366,SK Local,6.3,117,59,160,12.0,25,1721,624,Red loam,1.5 x 10^7,0,High,1.8%,346,High,No,None,None,Humid,3.61
2367,Sumangala,5.8,114,54,157,14.4,25,1570,730,Laterite,1.9 x 10^7,0,High,1.9%,329,High,No,None,None,Rainy,4.75
2368,Shreemangala,5.5,114,60,148,13.4,24,1796,765,Alluvial,1.8 x 10^7,0,High,1.8%,310,High,No,None,None,Dry,5.55
2369,Sumangala,6.5,104,51,145,13.9,27,1648,667,Laterite,1.8 x 10^7,0,High,1.9%,349,High,No,None,None,Rainy,4.43
2370,Sumangala,5.6,117,56,144,12.3,28,1724,907,Red loam,1.8 x 10^7,0,High,2.0%,320,High,No,None,None,Rainy,4.28
2371,SK Local,6.5,90,60,132,12.7,29,1687,580,Alluvial,1.5 x 10^7,2.4 x 10^5,Low,1.5%,278,Moderate,Yes,Spindle Bug,Potassium,Dry,1.36
2372,Mangala,6.5,119,56,144,14.2,27,1841,624,Alluvial,1.8 x 10^7,0,High,1.9%,304,High,No,None,None,Humid,4.39
2373,Sumangala,6.2,124,58,158,10.7,27,1652,533,Alluvial,1.3 x 10^7,2.7 x 10^5,Moderate,1.9%,345,Moderate,Yes,Koleroga (Mahali),Phosphorus,Rainy,1.73
2374,Shreemangala,5.5,106,48,144,13.7,22,1520,683,Red loam,1.4 x 10^7,2.5 x 10^5,Low,1.5%,339,Low,Yes,Koleroga (Mahali),Nitrogen,Rainy,1.71
2375,Shreemangala,6.1,118,58,129,13.6,27,2287,878,Red loam,1.4 x 10^7,2.2 x 10^5,Low,1.4%,333,Low,No,None,Potassium,Dry,2.38
2376,Sumangala,6.9,101,49,152,13.9,23,2076,961,Alluvial,1.2 x 10^7,1.7 x 10^5,High,1.4%,346,Low,Yes,Spindle Bug,Nitrogen,Dry,2.05
2377,Sumangala,5.1,99,54,147,10.8,21,1813,738,Red loam,1.0 x 10^7,2.8 x 10^5,Moderate,1.4%,253,Low,No,None,None,Dry,2.58
2378,Sumangala,5.7,128,54,122,11.1,28,1905,635,Alluvial,1.5 x 10^7,0.5 x 10^5,Low,1.9%,319,Low,Yes,Spindle Bug,Phosphorus,Rainy,2.18
2379,Sumangala,7.0,87,58,127,11.3,26,1374,879,Laterite,1.3 x 10^7,2.1 x 10^5,High,1.5%,311,Moderate,Yes,Koleroga (Mahali),None,Dry,1.33
2380,SK Local,6.3,85,54,153,11.0,21,1872,635,Laterite,1.1 x 10^7,2.9 x 10^5,Moderate,1.4%,257,High,No,None,Nitrogen,Humid,1.61
2381,Mangala,6.2,127,49,126,13.1,29,2244,547,Red loam,1.3 x 10^7,0.1 x 10^5,High,1.7%,272,High,Yes,Spindle Bug,Potassium,Rainy,2.65
2382,SK Local,5.8,122,43,145,14.4,29,2119,777,Alluvial,1.4 x 10^7,2.4 x 10^5,High,1.6%,257,Moderate,Yes,Spindle Bug,Nitrogen,Dry,1.57
2383,Mangala,5.3,80,43,151,15.0,22,1770,633,Red loam,1.5 x 10^7,1.6 x 10^5,Low,1.8%,341,Low,Yes,Spindle Bug,None,Rainy,1.83
2384,Sumangala,5.8,113,59,142,13.9,24,1525,510,Laterite,1.7 x 10^7,0,High,2.0%,342,High,No,None,None,Humid,5.21
2385,Mangala,6.0,90,55,133,12.5,25,1649,650,Laterite,1.3 x 10^7,0.9 x 10^5,Low,1.8%,268,High,No,None,None,Humid,3.43
2386,SK Local,5.9,82,42,148,14.6,22,1471,994,Alluvial,1.2 x 10^7,0.7 x 10^5,Low,1.9%,274,Low,Yes,Koleroga (Mahali),Potassium,Rainy,0.91
2387,Sumangala,5.7,116,54,158,12.7,26,1810,896,Laterite,1.9 x 10^7,0,High,1.9%,325,High,No,None,None,Rainy,4.78
2388,SK Local,6.1,101,56,148,13.5,24,1857,617,Laterite,1.5 x 10^7,0,High,1.9%,308,High,No,None,None,Dry,2.71
2389,Shreemangala,5.3,82,41,156,13.8,20,2345,574,Alluvial,1.4 x 10^7,1.9 x 10^5,Low,1.9%,334,Moderate,No,None,Phosphorus,Dry,1.89
2390,Shreemangala,6.5,109,58,140,12.3,28,1687,515,Alluvial,1.6 x 10^7,0,High,1.9%,342,High,No,None,None,Dry,4.24
2391,Shreemangala,5.5,113,59,156,14.6,28,1849,956,Alluvial,1.5 x 10^7,0,High,2.0%,325,High,No,None,None,Rainy,4.89
2392,Sumangala,5.3,108,42,155,14.6,20,1687,782,Laterite,1.1 x 10^7,1.0 x 10^5,High,1.8%,340,Low,No,None,Phosphorus,Humid,2.75
2393,Sumangala,6.5,107,58,148,11.9,30,2105,750,Alluvial,1.5 x 10^7,0.8 x 10^5,Low,1.5%,263,High,Yes,Spindle Bug,None,Humid,3.33
2394,SK Local,6.3,125,40,144,11.9,20,1649,926,Laterite,1.1 x 10^7,1.6 x 10^5,Moderate,1.5%,309,Low,No,None,Potassium,Rainy,1.52
2395,Mangala,5.2,82,45,129,11.2,22,1554,880,Alluvial,1.3 x 10^7,1.0 x 10^5,Moderate,1.8%,323,Low,Yes,Koleroga (Mahali),Phosphorus,Dry,1.24
2396,Sumangala,6.3,108,46,160,13.4,30,1746,903,Laterite,1.4 x 10^7,1.9 x 10^5,Moderate,1.8%,318,Low,No,None,None,Rainy,2.93
2397,SK Local,6.4,119,55,160,13.6,27,1517,523,Red loam,1.8 x 10^7,0,High,1.9%,305,High,No,None,None,Humid,4.06
2398,Shreemangala,6.8,80,52,131,13.2,22,1807,899,Red loam,1.1 x 10^7,2.1 x 10^5,High,1.3%,340,Low,No,None,Phosphorus,Rainy,1.95
2399,Shreemangala,5.1,124,42,144,11.1,30,2049,528,Red loam,1.5 x 10^7,0.5 x 10^5,Moderate,2.0%,306,High,No,None,Phosphorus,Humid,2.67
2400,Sumangala,5.4,129,53,151,13.6,27,1993,703,Red loam,1.4 x 10^7,2.2 x 10^5,Moderate,1.9%,280,High,No,None,Nitrogen,Dry,2.18
2401,SK Local,5.6,115,60,121,13.2,21,1866,958,Laterite,1.0 x 10^7,0.6 x 10^5,Moderate,1.9%,273,High,No,None,Nitrogen,Dry,2.02
2402,SK Local,6.3,89,42,159,12.1,24,1928,835,Alluvial,1.4 x 10^7,2.5 x 10^5,Moderate,2.0%,252,Moderate,Yes,Spindle Bug,Phosphorus,Humid,1.37
2403,Mangala,5.7,84,40,159,13.9,22,1354,585,Red loam,1.4 x 10^7,2.6 x 10^5,Low,1.4%,298,Low,No,None,Phosphorus,Dry,1.86
2404,SK Local,6.0,115,50,160,10.3,21,1414,944,Red loam,1.3 x 10^7,3.0 x 10^5,Low,1.4%,341,Moderate,No,None,Nitrogen,Humid,1.74
2405,Sumangala,6.5,107,58,157,14.0,27,1519,880,Red loam,1.5 x 10^7,0,High,1.8%,332,High,No,None,None,Humid,4.82
2406,Mangala,6.5,97,44,142,14.8,29,2366,793,Laterite,1.4 x 10^7,1.5 x 10^5,High,1.5%,316,Low,No,None,Potassium,Humid,2.3
2407,Sumangala,6.2,125,42,153,12.8,24,1342,837,Red loam,1.3 x 10^7,1.7 x 10^5,Moderate,1.7%,294,Moderate,Yes,Spindle Bug,Phosphorus,Rainy,1.68
2408,Mangala,6.5,125,47,122,11.1,21,1713,543,Alluvial,1.1 x 10^7,2.4 x 10^5,High,1.4%,324,Moderate,No,None,None,Rainy,2.54
2409,Sumangala,5.9,107,59,152,12.0,26,1684,832,Red loam,1.9 x 10^7,0,High,1.8%,306,High,No,None,None,Humid,5.01
2410,SK Local,5.9,126,55,143,12.2,21,1831,864,Red loam,1.4 x 10^7,1.7 x 10^5,Moderate,1.8%,304,High,No,None,Nitrogen,Rainy,1.89
2411,Shreemangala,6.1,101,52,159,14.5,26,1637,993,Laterite,1.8 x 10^7,0,High,2.0%,329,High,No,None,None,Humid,5.26
2412,Mangala,6.3,106,54,151,14.6,28,1803,918,Red loam,1.9 x 10^7,0,High,1.9%,340,High,No,None,None,Humid,4.42
2413,Shreemangala,6.2,93,45,150,10.1,20,2413,964,Alluvial,1.4 x 10^7,0.4 x 10^5,Moderate,1.7%,344,Moderate,Yes,Spindle Bug,None,Humid,2.94
2414,SK Local,5.8,107,60,151,14.2,28,1798,674,Laterite,1.9 x 10^7,0,High,1.9%,331,High,No,None,None,Rainy,3.91
2415,Shreemangala,5.8,115,59,152,12.6,27,1606,818,Alluvial,1.8 x 10^7,0,High,2.0%,309,High,No,None,None,Humid,5.9
2416,Shreemangala,5.1,81,46,145,13.0,28,1596,841,Alluvial,1.2 x 10^7,0.8 x 10^5,Low,1.6%,310,High,Yes,Koleroga (Mahali),Phosphorus,Rainy,1.27
2417,Sumangala,6.0,118,58,148,12.5,25,1934,804,Laterite,2.0 x 10^7,0,High,1.9%,323,High,No,None,None,Humid,5.42
2418,Mangala,5.1,89,46,160,12.0,20,2457,531,Red loam,1.3 x 10^7,1.3 x 10^5,High,1.9%,319,Low,No,None,Potassium,Dry,1.92
2419,Sumangala,5.6,110,56,160,14.4,24,1895,969,Red loam,1.7 x 10^7,0,High,1.9%,302,High,No,None,None,Dry,4.65
2420,Sumangala,6.1,107,53,147,12.4,28,1768,864,Red loam,1.9 x 10^7,0,High,2.0%,312,High,No,None,None,Rainy,4.18
2421,Shreemangala,5.1,126,51,141,11.0,26,1727,545,Laterite,1.1 x 10^7,0.3 x 10^5,Moderate,1.3%,320,Moderate,Yes,Spindle Bug,Phosphorus,Rainy,2.15
2422,SK Local,6.1,111,59,144,14.0,24,1923,886,Laterite,1.7 x 10^7,0,High,1.9%,313,High,No,None,None,Rainy,3.22
2423,Shreemangala,6.1,112,57,137,12.7,22,1508,672,Red loam,1.4 x 10^7,1.3 x 10^5,Moderate,1.4%,311,Low,Yes,Spindle Bug,None,Humid,2.27
2424,SK Local,5.5,109,56,148,13.3,28,1536,542,Red loam,1.9 x 10^7,0,High,1.8%,345,High,No,None,None,Humid,3.83
2425,SK Local,6.3,109,57,148,13.0,28,1717,752,Laterite,1.6 x 10^7,0,High,2.0%,347,High,No,None,None,Dry,3.48
2426,Mangala,6.4,94,56,142,14.3,28,2394,909,Laterite,1.3 x 10^7,2.2 x 10^5,Low,1.3%,341,Low,No,None,None,Rainy,3.23
2427,Sumangala,6.0,107,50,151,14.5,24,1643,789,Alluvial,1.8 x 10^7,0,High,1.9%,306,High,No,None,None,Humid,4.68
2428,Sumangala,5.8,112,51,148,14.9,26,1614,646,Laterite,1.8 x 10^7,0,High,1.9%,303,High,No,None,None,Rainy,5.0
2429,SK Local,6.5,107,58,154,11.8,24,1629,860,Laterite,1.4 x 10^7,0.3 x 10^5,High,1.8%,278,Moderate,Yes,Koleroga (Mahali),Nitrogen,Rainy,1.37
2430,Mangala,5.2,91,46,152,12.2,22,1737,692,Alluvial,1.5 x 10^7,1.1 x 10^5,High,1.8%,332,Low,Yes,Koleroga (Mahali),Phosphorus,Humid,1.13
2431,SK Local,6.0,101,56,141,14.4,26,1702,613,Alluvial,1.5 x 10^7,0,High,1.8%,320,High,No,None,None,Rainy,2.74
2432,Mangala,6.4,102,50,145,13.5,24,1544,644,Alluvial,1.8 x 10^7,0,High,1.9%,332,High,No,None,None,Humid,4.32
2433,SK Local,6.1,118,58,145,14.1,26,1997,556,Laterite,2.0 x 10^7,0,High,2.0%,305,High,No,None,None,Humid,4.17
2434,Shreemangala,6.9,117,50,147,10.4,27,2060,550,Laterite,1.1 x 10^7,2.2 x 10^5,Moderate,1.6%,296,Low,No,None,None,Rainy,2.92
2435,Mangala,6.4,109,53,158,12.9,26,1555,655,Alluvial,1.9 x 10^7,0,High,2.0%,350,High,No,None,None,Dry,4.22
2436,Shreemangala,6.3,100,58,144,15.0,28,1543,912,Red loam,1.5 x 10^7,0,High,1.9%,332,High,No,None,None,Humid,5.04
2437,Sumangala,6.4,128,46,150,13.7,28,1676,658,Alluvial,1.2 x 10^7,0.3 x 10^5,High,1.4%,302,Moderate,Yes,Koleroga (Mahali),Potassium,Rainy,2.01
2438,Sumangala,6.2,111,54,153,12.3,25,1953,995,Red loam,1.7 x 10^7,0,High,1.8%,328,High,No,None,None,Humid,5.17
2439,SK Local,6.5,115,57,158,13.1,27,1925,828,Laterite,1.8 x 10^7,0,High,1.8%,306,High,No,None,None,Dry,4.23
2440,SK Local,5.0,130,58,129,10.5,20,1897,568,Laterite,1.4 x 10^7,0.6 x 10^5,High,1.3%,333,Moderate,No,None,Phosphorus,Humid,1.92
2441,SK Local,5.6,108,56,144,12.2,24,1992,596,Red loam,1.9 x 10^7,0,High,1.9%,335,High,No,None,None,Humid,3.6
2442,Sumangala,6.4,111,59,158,14.4,27,1817,602,Laterite,1.3 x 10^7,1.4 x 10^5,Moderate,1.3%,289,High,No,None,Nitrogen,Humid,2.98
2443,Sumangala,6.9,114,54,153,11.5,22,1472,559,Red loam,1.4 x 10^7,0.9 x 10^5,High,1.7%,342,Low,No,None,Potassium,Humid,2.68
2444,Sumangala,5.0,116,47,153,11.9,30,1935,551,Alluvial,1.4 x 10^7,1.1 x 10^5,Low,1.5%,334,Moderate,Yes,Koleroga (Mahali),Potassium,Dry,1.24
2445,Mangala,5.1,110,55,120,10.1,25,2353,836,Laterite,1.4 x 10^7,2.5 x 10^5,Moderate,1.5%,274,Moderate,Yes,Koleroga (Mahali),Potassium,Rainy,0.97
2446,Sumangala,6.7,120,50,157,11.1,28,2196,720,Alluvial,1.1 x 10^7,2.4 x 10^5,Low,1.7%,281,Moderate,Yes,Koleroga (Mahali),Potassium,Rainy,1.2
2447,Mangala,6.4,116,52,150,14.8,25,1707,934,Red loam,1.7 x 10^7,0,High,1.8%,320,High,No,None,None,Rainy,4.73
2448,Sumangala,6.3,112,55,130,13.0,27,2165,579,Alluvial,1.3 x 10^7,2.7 x 10^5,Low,1.4%,266,Low,Yes,Spindle Bug,Phosphorus,Humid,2.04
2449,SK Local,5.6,112,56,158,12.4,28,1934,980,Laterite,1.8 x 10^7,0,High,2.0%,305,High,No,None,None,Rainy,3.39
